"filename_stem","fm","n_iter","threshold","n_components"
"all_36_items","minres",100,"random_data_mean",3
"all_36_items","minres",100,"resampled_data_mean",3
"all_36_items","ml",100,"random_data_mean",3
"all_36_items","ml",100,"resampled_data_mean",3
