$nf1
                              f1
mdib_neg_ext_server_2a     0.761
mdib_neg_ext_reminder_3c   0.591
mdib_neg_ext_neighbor_5a   0.700
mdib_neg_ext_exercise_7a   0.468
mdib_neg_ext_walk_9c       0.864
mdib_neg_ext_job_10a       0.733
mdib_neg_ext_stumble_11c   0.682
mdib_neg_int_remember_1b   0.299
mdib_neg_int_cleaning_4c   0.727
mdib_neg_int_email_6b      0.774
mdib_neg_int_medication_8b 0.730
mdib_neg_int_cough_12b     0.694

$nf2
                               f1     f2
mdib_neg_ext_server_2a      0.293  0.566
mdib_neg_ext_reminder_3c    0.772 -0.122
mdib_neg_ext_neighbor_5a    0.715  0.041
mdib_neg_ext_exercise_7a    0.441  0.061
mdib_neg_ext_walk_9c        0.792  0.145
mdib_neg_ext_job_10a        0.775  0.017
mdib_neg_ext_stumble_11c    0.782 -0.069
mdib_neg_int_remember_1b    0.181  0.151
mdib_neg_int_cleaning_4c    0.013  0.825
mdib_neg_int_email_6b       0.311  0.548
mdib_neg_int_medication_8b  0.175  0.634
mdib_neg_int_cough_12b     -0.092  0.877

