$nf1
                              f1
mdib_neg_ext_reminder_3c   0.581
mdib_neg_ext_neighbor_5a   0.727
mdib_neg_ext_exercise_7a   0.505
mdib_neg_ext_walk_9c       0.869
mdib_neg_ext_job_10a       0.749
mdib_neg_ext_stumble_11c   0.725
mdib_neg_int_remember_1b   0.253
mdib_neg_int_cleaning_4c   0.675
mdib_neg_int_medication_8b 0.708
mdib_neg_int_cough_12b     0.673

$nf2
                               f1     f2
mdib_neg_ext_reminder_3c    0.811 -0.197
mdib_neg_ext_neighbor_5a    0.689  0.096
mdib_neg_ext_exercise_7a    0.402  0.149
mdib_neg_ext_walk_9c        0.790  0.140
mdib_neg_ext_job_10a        0.781  0.014
mdib_neg_ext_stumble_11c    0.695  0.070
mdib_neg_int_remember_1b    0.248  0.025
mdib_neg_int_cleaning_4c    0.079  0.747
mdib_neg_int_medication_8b  0.197  0.614
mdib_neg_int_cough_12b     -0.053  0.883

